Date,Expiry,Option type,Strike Price,Open,High,Low,Close,No. of contracts,Open Int,Change in OI,Underlying Value,iv,Date_c,Expiry_c,Strike Price c,Open_c,High_c,Low_c,Close_c,No. of contracts c,Open Int c,Change in OI c,SAME,ATM
11082023,31082023,PE,43700,171.1,198.6,131.35,172.7,10734,54240,-675,44199.1,499.1,11082023,31082023,43700,1031.5,1150.5,897.15,942.85,530,8715,3360,0,0
11082023,31082023,PE,43800,198.45,222.55,147.7,202.9,13667,73740,11550,44199.1,399.1,11082023,31082023,43800,1000.05,1067.95,824.6,894.75,2144,25245,-915,0,0
11082023,31082023,PE,43900,205.7,252.4,169.35,235.1,13854,102675,-12045,44199.1,299.1,11082023,31082023,43900,894.75,983.1,754.6,803.45,1170,20010,1215,0,0
11082023,31082023,PE,44000,190.15,284,187.25,260.6,110091,1311300,13980,44199.1,199.1,11082023,31082023,44000,909.95,909.95,683.2,723.15,37860,781650,24855,0,0
11082023,31082023,PE,44100,239.95,321.95,214.5,296.2,14369,67845,15630,44199.1,99.1,11082023,31082023,44100,789.25,833.35,625.8,656,3600,26520,5655,0,0
11082023,31082023,PE,44200,290,363.8,242.4,337.4,21084,91770,24300,44199.1,0.9,11082023,31082023,44200,741.85,763.55,566.95,602.7,11199,44685,12660,0,1
11082023,31082023,PE,44300,298.95,410.2,273.75,376.55,43727,101550,11670,44199.1,100.9,11082023,31082023,44300,755.35,755.35,510.05,548,28349,52395,33075,0,0
11082023,31082023,PE,44400,325,458.5,309.05,425,23279,63180,6615,44199.1,200.9,11082023,31082023,44400,640.05,640.95,459.6,491.2,18877,38130,17280,0,0
11082023,31082023,PE,44500,364.85,509.35,347.2,466.9,151132,625935,3270,44199.1,300.9,11082023,31082023,44500,619.45,630,410,444.75,134650,637050,183780,0,0
11082023,31082023,PE,44600,406,565.7,390,514.9,29010,64215,-27345,44199.1,400.9,11082023,31082023,44600,542.65,542.65,366.95,399.1,26463,94650,15810,0,0
11082023,31082023,PE,44700,460.55,621.9,437.15,577.6,16830,62550,-27120,44199.1,500.9,11082023,31082023,44700,495.1,495.1,326.3,350.1,27568,90390,-9360,0,0
11082023,7092023,PE,44000,504.65,504.65,504.65,504.65,1,15,15,44199.1,199.1,11082023,7092023,44000,932.65,947,805.9,810.75,58,1545,-330,0,0
11082023,7092023,PE,44300,514.5,514.5,422.3,425.75,126,1575,1575,44199.1,100.9,11082023,7092023,44300,1014.15,1014.15,650,677.2,22,195,165,0,0
11082023,7092023,PE,44400,543.6,543.6,369.65,452.1,10,60,60,44199.1,200.9,11082023,7092023,44400,699.95,718.2,565.3,600.7,99,510,90,0,0
11082023,7092023,PE,44500,490.3,536.65,404.2,500.3,244,2310,-60,44199.1,300.9,11082023,7092023,44500,682.7,682.7,525,541.45,403,1785,-555,0,0
11082023,14092023,PE,44300,802,802,442,442,5,45,45,44199.1,100.9,11082023,14092023,44300,1293,1293,848.35,880,8,120,120,0,0
11082023,28092023,PE,44000,426.1,474.25,379.15,449.45,10857,148935,37710,44199.1,199.1,11082023,28092023,44000,1299.4,1344,1134.95,1170.1,2953,26445,9750,0,0
11082023,28092023,PE,44100,623.2,623.2,453,491.55,58,1320,660,44199.1,99.1,11082023,28092023,44100,1143.6,1143.6,1081.35,1085.25,4,105,30,0,0
11082023,28092023,PE,44200,657.25,657.25,440.75,512.55,184,6255,1170,44199.1,0.9,11082023,28092023,44200,1154.3,1154.3,1001.65,1052.6,44,630,375,0,1
11082023,28092023,PE,44300,676.35,676.35,578.5,641.65,3,45,45,44199.1,100.9,11082023,28092023,44300,1078.3,1113.45,934.55,987.25,97,885,540,0,0
11082023,28092023,PE,44400,591.9,627.9,493.15,600.9,559,6195,4545,44199.1,200.9,11082023,28092023,44400,1010.9,1060,898.05,931.25,99,1335,765,0,0
11082023,28092023,PE,44500,571.8,677.45,547.85,647.9,7237,102060,21105,44199.1,300.9,11082023,28092023,44500,1030.55,1030.55,840.2,868.5,3875,36435,10005,0,0
11082023,28092023,PE,44600,672.9,724.5,549,686.3,2142,18675,15465,44199.1,400.9,11082023,28092023,44600,938,938,794,815.6,298,2385,525,0,0
11082023,28092023,PE,44700,715.55,766.95,665,741.8,335,4230,2280,44199.1,500.9,11082023,28092023,44700,815,872.8,743.55,766.8,396,4380,2670,0,0
11082023,26102023,PE,44000,592.6,637.65,539.75,599.05,214,7125,855,44199.1,199.1,11082023,26102023,44000,1610.35,1657,1499.55,1523.4,242,5850,660,0,0
11082023,28122023,PE,45000,1179.95,1294.4,1179.95,1270.95,167,15465,390,44199.1,800.9,11082023,28122023,45000,1700,1700,1564.65,1578.95,100,7275,105,0,0
11082023,28122023,PE,46500,2068.25,2068.25,1950,2013.15,20,2025,-,44199.1,2300.9,11082023,28122023,46500,998,998,900,922.4,43,5525,75,0,0
14082023,17082023,PE,43600,50,141.85,36.7,52.6,2338562,1126650,708210,44090.95,490.95,14082023,17082023,43600,683.05,683.05,388,522.3,327104,136365,116355,0,0
14082023,17082023,PE,43700,71.15,177.1,49,70.55,2764189,1477080,853020,44090.95,390.95,14082023,17082023,43700,530.05,600,323.15,445.4,932843,297240,226965,0,0
14082023,17082023,PE,43800,84,219.05,66,94.45,4936459,2335755,1449735,44090.95,290.95,14082023,17082023,43800,627.9,627.9,263.7,378.05,2962765,394830,310365,0,0
14082023,17082023,PE,43900,111,268.2,87,123.9,5516318,2048265,1339500,44090.95,190.95,14082023,17082023,43900,412.25,446.65,210.4,306.4,3696246,515595,438345,0,0
14082023,17082023,PE,44000,123,325,116.4,161,7786538,2895765,1015560,44090.95,90.95,14082023,17082023,44000,361.35,389.9,166,242,7174237,2027685,1552140,0,0
14082023,17082023,PE,44100,149.05,388.45,149.05,203.1,3434546,1135635,411630,44090.95,9.05,14082023,17082023,44100,400.05,400.05,125,189.85,3713767,1133715,907815,0,1
14082023,17082023,PE,44200,205.5,458.85,195.6,250.55,2499690,733170,-504240,44090.95,109.05,14082023,17082023,44200,275,275,92.65,144.6,3628864,1762005,1107585,0,0
14082023,17082023,PE,44300,279.95,536.45,247.55,312.15,1307108,636765,-554355,44090.95,209.05,14082023,17082023,44300,275,275,67.5,103.45,2951639,1998900,679800,0,0
14082023,17082023,PE,44400,320,618.2,308.85,382.85,580695,436980,-462795,44090.95,309.05,14082023,17082023,44400,150,197.9,49.05,72.9,2334026,2213085,532125,0,0
14082023,17082023,PE,44500,350,703.65,350,464.55,637202,1005075,-585915,44090.95,409.05,14082023,17082023,44500,145,164.95,35.75,51.9,3281919,3708285,173760,0,0
14082023,17082023,PE,44600,368.6,792.6,368.6,544.45,148753,240165,-218325,44090.95,509.05,14082023,17082023,44600,98.65,100.35,26.3,35,1924746,1860195,153810,0,0
14082023,24082023,PE,43600,153.45,242,120.35,145.85,25007,45615,22215,44090.95,490.95,14082023,24082023,43600,750.85,779.35,565,692,2483,3495,3480,0,0
14082023,24082023,PE,43700,180.45,277.5,141.7,168.15,28626,70410,40245,44090.95,390.95,14082023,24082023,43700,598.85,703,498.75,613.95,8779,9810,9690,0,0
14082023,24082023,PE,43800,235.85,317.4,166.75,200.05,52072,79770,47730,44090.95,290.95,14082023,24082023,43800,571.8,631.65,438.75,553.25,27527,30195,30195,0,0
14082023,24082023,PE,43900,240.95,360.75,194.85,234.95,47829,65565,34995,44090.95,190.95,14082023,24082023,43900,492.15,558.05,383.2,481.85,32467,22425,21300,0,0
14082023,24082023,PE,44000,249.95,410.9,224.35,273.1,151256,348195,90930,44090.95,90.95,14082023,24082023,44000,487.5,513.9,330.7,420.4,124141,208365,145350,0,0
14082023,24082023,PE,44100,342.05,465.25,264.5,317.2,49772,101025,62640,44090.95,9.05,14082023,24082023,44100,451.15,487.9,284,364.05,47125,83985,77085,0,1
14082023,24082023,PE,44200,383.05,522,307.8,352.8,35929,73890,32430,44090.95,109.05,14082023,24082023,44200,425,425,244.3,313.3,53392,150615,133245,0,0
14082023,24082023,PE,44300,369.95,587,353.25,414.95,23253,59190,-10185,44090.95,209.05,14082023,24082023,44300,380,380,206.5,270.75,39580,137985,68220,0,0
14082023,24082023,PE,44400,446,657,407.05,473.65,15616,52635,-6570,44090.95,309.05,14082023,24082023,44400,300,350.95,173.7,219.55,39035,98625,20835,0,0
14082023,24082023,PE,44500,520.65,725,462.45,530.35,43076,112620,-36600,44090.95,409.05,14082023,24082023,44500,251.95,274.15,145,183.3,113872,301530,80775,0,0
14082023,24082023,PE,44600,599.5,802,532.8,609.7,4541,14325,-12300,44090.95,509.05,14082023,24082023,44600,257.95,258,120,149.8,32754,70815,28800,0,0
14082023,31082023,PE,43600,220.95,297.7,174.1,198.8,20682,56745,10515,44090.95,490.95,14082023,31082023,43600,793.45,913,698.9,817.9,1725,4485,405,0,0
14082023,31082023,PE,43700,249.9,333.9,197.2,226.15,22528,78075,23835,44090.95,390.95,14082023,31082023,43700,730.75,841.5,622.75,746.75,4762,18165,9450,0,0
14082023,31082023,PE,43800,240,374.25,222.6,253.95,38657,99675,25935,44090.95,290.95,14082023,31082023,43800,650,770,564.4,704.9,19127,21915,-3330,0,0
14082023,31082023,PE,43900,297.55,416.5,253.5,292.45,29567,66720,-35955,44090.95,190.95,14082023,31082023,43900,628.6,701.6,509.95,617.9,16796,22980,2970,0,0
14082023,31082023,PE,44000,300,462,284.75,323.95,193444,1125945,-185355,44090.95,90.95,14082023,31082023,44000,666.6,666.6,453.05,554,179016,499755,-281895,0,0
14082023,31082023,PE,44100,358.05,513.6,321.35,364.7,27434,100380,32535,44090.95,9.05,14082023,31082023,44100,561.05,594.05,405.05,500.8,18791,46275,19755,0,1
14082023,31082023,PE,44200,422.45,567.25,363.2,414.9,25857,88485,-3285,44090.95,109.05,14082023,31082023,44200,544.45,544.45,360,443.8,30518,62490,17805,0,0
14082023,31082023,PE,44300,429.95,626.85,404.3,462.65,21191,68040,-33510,44090.95,209.05,14082023,31082023,44300,480,480,317.6,390.2,59716,73515,21120,0,0
14082023,31082023,PE,44400,500,687.25,452.2,513.05,8892,42885,-20295,44090.95,309.05,14082023,31082023,44400,381.85,400,278.85,339.95,61350,70350,32220,0,0
14082023,31082023,PE,44500,531.9,753.9,501.3,562.85,79165,421980,-203955,44090.95,409.05,14082023,31082023,44500,381.05,392.35,243.45,299.15,116212,553095,-83955,0,0
14082023,31082023,PE,44600,658.15,818.3,556.85,627.35,7275,51435,-12780,44090.95,509.05,14082023,31082023,44600,341.15,341.15,214.55,252.05,17581,103545,8895,0,0
14082023,7092023,PE,44000,470,502.3,343.65,388.2,254,1560,1545,44090.95,90.95,14082023,7092023,44000,674.35,735.15,568.15,646.85,557,2400,855,0,0
14082023,7092023,PE,44300,609.95,670,338.7,338.7,201,540,-1035,44090.95,209.05,14082023,7092023,44300,474.35,541.05,424.3,480.65,99,690,495,0,0
14082023,7092023,PE,44400,-,-,-,452.1,-,60,-,44090.95,309.05,14082023,7092023,44400,452.95,493.25,381.95,448.2,76,405,-105,0,0
14082023,7092023,PE,44500,697.65,796,580.7,629.25,254,2970,660,44090.95,409.05,14082023,7092023,44500,399.5,453,339,401.75,561,5205,3420,0,0
14082023,14092023,PE,44300,1025,1025,638.35,640.25,4,90,45,44090.95,209.05,14082023,14092023,44300,-,-,-,880,-,120,-,0,0
14082023,14092023,PE,44400,716.5,716.5,585.5,585.5,98,1470,1470,44090.95,309.05,14082023,14092023,44400,-,-,-,807.4,-,30,-,0,0
14082023,28092023,PE,43800,604.6,604.6,440,467.35,69,915,915,44090.95,290.95,14082023,28092023,43800,1127.8,1171.4,1001.25,1074.6,1442,10530,10425,0,0
14082023,28092023,PE,44000,548.95,636.25,480,515.8,15619,167955,19020,44090.95,90.95,14082023,28092023,44000,1175,1175,900,975.25,8310,85500,59055,0,0
14082023,28092023,PE,44100,635,676,524.4,574.5,187,2385,1065,44090.95,9.05,14082023,28092023,44100,867,999.8,867,939.9,92,660,555,0,1
14082023,28092023,PE,44200,650,722.95,560.75,609.4,638,10200,3945,44090.95,109.05,14082023,28092023,44200,840.05,929.95,791.05,850.05,1008,10290,9660,0,0
14082023,28092023,PE,44300,719.55,769.95,610,645.45,105,900,855,44090.95,209.05,14082023,28092023,44300,825.85,860,739.25,792.5,203,2250,1365,0,0
14082023,28092023,PE,44400,754.7,819.3,650,682.8,523,3270,-2925,44090.95,309.05,14082023,28092023,44400,750,810,696.05,765.4,143,1455,120,0,0
14082023,28092023,PE,44500,701.05,876.9,679,738.8,6347,94095,-7965,44090.95,409.05,14082023,28092023,44500,695.05,769.45,647.7,711.2,6366,47055,10620,0,0
14082023,28092023,PE,44600,816,928.9,745.7,799.5,1670,3930,-14745,44090.95,509.05,14082023,28092023,44600,660,707.05,603.8,643.6,143,2595,210,0,0
14082023,26102023,PE,44000,698.8,798.05,640,673.8,371,9315,2190,44090.95,90.95,14082023,26102023,44000,1301.35,1400,1236.5,1329.3,261,7125,1275,0,0
14082023,28122023,PE,45000,1460,1499,1319.05,1386.9,171,16530,1065,44090.95,909.05,14082023,28122023,45000,1417,1489.7,1350,1408.15,203,8805,1530,0,0
14082023,28122023,PE,46500,2300,2379.95,2200,2290.95,14,2070,45,44090.95,2409.05,14082023,28122023,46500,922.4,922.4,750.1,821.95,71,5505,-20,0,0
14082023,28032024,PE,42000,-,-,-,900,-,15,-,44090.95,2090.95,14082023,28032024,42000,4118,4118,4118,4118,1,15,15,0,0
16082023,17082023,PE,43400,62.6,100,13.45,17.9,3781065,1808145,827025,43946.4,546.4,16082023,17082023,43400,421.8,591,342.95,536.55,595873,190785,155040,0,0
16082023,17082023,PE,43500,85.3,128.1,20.25,27.25,6236612,3158700,1364295,43946.4,446.4,16082023,17082023,43500,369.7,498,271.2,445.9,2142530,375960,213180,0,0
16082023,17082023,PE,43600,114.95,172.25,30.05,41.05,5509830,1962090,835440,43946.4,346.4,16082023,17082023,43600,330.05,410,208.2,362.45,3155136,341130,204765,0,0
16082023,17082023,PE,43700,120.55,210,45.35,61.1,8275018,2729445,1252365,43946.4,246.4,16082023,17082023,43700,263.5,328.1,154.2,281.1,6540261,579000,281760,0,0
16082023,17082023,PE,43800,150,260,68.5,90.85,10277388,3460530,1124775,43946.4,146.4,16082023,17082023,43800,183.3,254,112,210.2,9805423,1139355,744525,0,0
16082023,17082023,PE,43900,210.1,318.75,102.05,129.3,7777462,2050785,2520,43946.4,46.4,16082023,17082023,43900,100,189,78,148.2,8683407,1638105,1122510,0,1
16082023,17082023,PE,44000,296,392.25,148,179.95,6633342,2054895,-840870,43946.4,53.6,16082023,17082023,44000,72.9,135.95,53.35,100.75,11075088,3762375,1734690,0,0
16082023,17082023,PE,44100,275,473.15,206.2,243.75,2364005,598875,-536760,43946.4,153.6,16082023,17082023,44100,49,93.25,35.7,64.1,5460691,2202855,1069140,0,0
16082023,17082023,PE,44200,366,560.3,277.2,319.35,1172683,409905,-323265,43946.4,253.6,16082023,17082023,44200,60,64,23.5,39.8,5024073,2629020,867015,0,0
16082023,17082023,PE,44300,500,652,359,404.65,448163,372930,-263835,43946.4,353.6,16082023,17082023,44300,40,42.8,16.2,24.15,3952658,2464485,465585,0,0
16082023,17082023,PE,44400,579.95,747.95,447,495.6,157460,335850,-101130,43946.4,453.6,16082023,17082023,44400,10,28,10,14.8,3116919,2769675,556590,0,0
16082023,24082023,PE,43400,187.35,211.15,99.95,117.15,58536,147645,100590,43946.4,546.4,16082023,24082023,43400,600,746.3,536.85,702.95,6032,8130,5130,0,0
16082023,24082023,PE,43500,178,245.75,119.5,136.3,161697,334290,131025,43946.4,446.4,16082023,24082023,43500,520.7,668.85,430.1,626.3,46236,63210,48480,0,0
16082023,24082023,PE,43600,215.95,274.55,142.8,166.2,98537,189645,144030,43946.4,346.4,16082023,24082023,43600,472.05,592.45,387.1,555.15,40495,36585,33090,0,0
16082023,24082023,PE,43700,259.8,317.45,169.65,192.25,128369,214035,143625,43946.4,246.4,16082023,24082023,43700,447.35,521,349.75,480.45,82793,71460,61650,0,0
16082023,24082023,PE,43800,299.95,364.65,201.15,228.35,173204,210645,130875,43946.4,146.4,16082023,24082023,43800,370.05,453.85,300.25,415.85,148815,118725,88530,0,0
16082023,24082023,PE,43900,351.6,424.95,236.5,269.2,123780,154575,89010,43946.4,46.4,16082023,24082023,43900,324.65,390.1,252.75,355.85,138477,171270,148845,0,1
16082023,24082023,PE,44000,404.95,469.6,277.85,310.5,230790,469845,121650,43946.4,53.6,16082023,24082023,44000,266.05,332.45,208.6,299.6,305119,569475,361110,0,0
16082023,24082023,PE,44100,463.75,544.75,323.05,363.35,38216,92445,-8580,43946.4,153.6,16082023,24082023,44100,265.45,279.3,171.65,248.1,90674,166275,82290,0,0
16082023,24082023,PE,44200,352.8,602.2,352.8,426.45,38534,146715,72825,43946.4,253.6,16082023,24082023,44200,175,231.15,126.9,203.7,115000,234405,83790,0,0
16082023,24082023,PE,44300,550,687.7,436.1,480.6,17637,36750,-22440,43946.4,353.6,16082023,24082023,44300,150.05,190,109.15,163.4,103377,229470,91485,0,0
16082023,24082023,PE,44400,666,752.55,499,546,9262,33930,-18705,43946.4,453.6,16082023,24082023,44400,106.55,154.6,90.35,131.25,108459,225105,126480,0,0
16082023,31082023,PE,43400,243.95,261.55,160.05,176.25,17271,72270,300,43946.4,546.4,16082023,31082023,43400,687.5,894.1,685,855.25,1192,4725,-45,0,0
16082023,31082023,PE,43500,252.75,288.85,183,201.4,95984,458910,-75405,43946.4,446.4,16082023,31082023,43500,745.9,817.2,612.55,777.6,27455,75075,13365,0,0
16082023,31082023,PE,43600,289.05,333.15,209.35,231.45,19843,50055,-6690,43946.4,346.4,16082023,31082023,43600,614.4,745,533,711.05,7725,14175,9690,0,0
16082023,31082023,PE,43700,278.05,379.65,238.05,263.5,30407,100695,22620,43946.4,246.4,16082023,31082023,43700,613.2,673.95,486.3,633.4,20180,41655,23490,0,0
16082023,31082023,PE,43800,359.7,419.95,270,294.75,46665,122370,22695,43946.4,146.4,16082023,31082023,43800,500,607.95,413.75,572.65,36115,48000,26085,0,0
16082023,31082023,PE,43900,418.8,460.4,304.15,334.2,32926,105450,38730,43946.4,46.4,16082023,31082023,43900,431.85,543.95,342,510.7,24558,52245,29265,0,1
16082023,31082023,PE,44000,405,512.4,341,373.55,193178,778695,-347250,43946.4,53.6,16082023,31082023,44000,397.45,483.3,333.15,451.55,166751,649875,150120,0,0
16082023,31082023,PE,44100,488.8,564.4,388.7,420.95,17559,79560,-20820,43946.4,153.6,16082023,31082023,44100,350.1,431.55,292.1,397.2,18968,58440,12165,0,0
16082023,31082023,PE,44200,599.95,632.45,434.05,468.05,14498,68460,-20025,43946.4,253.6,16082023,31082023,44200,342.6,374.1,245.85,347,25334,62535,45,0,0
16082023,31082023,PE,44300,622.4,697.15,484.5,520.25,9246,46560,-21480,43946.4,353.6,16082023,31082023,44300,250.1,324.95,213.2,298.6,19832,78840,5325,0,0
16082023,31082023,PE,44400,700,765.9,537.9,577.8,5568,36990,-5895,43946.4,453.6,16082023,31082023,44400,219.75,279.05,183.25,258.55,16320,63585,-6765,0,0
16082023,7092023,PE,43500,340.25,348.05,241.95,259.5,515,1035,705,43946.4,446.4,16082023,7092023,43500,738.15,890.6,738.1,890.6,109,15,-30,0,0
16082023,7092023,PE,43900,748.5,748.5,386.85,401.05,47,255,255,43946.4,46.4,16082023,7092023,43900,888.05,888.05,525,624.85,318,975,870,0,1
16082023,7092023,PE,44000,493.95,570.7,313.15,448.6,567,3105,1545,43946.4,53.6,16082023,7092023,44000,630,630,446.3,561.9,978,6795,4395,0,0
16082023,7092023,PE,44300,650,658.15,580,580,9,525,-15,43946.4,353.6,16082023,7092023,44300,320.5,428.1,319.15,414.05,48,840,150,0,0
16082023,7092023,PE,44400,728,728,609.25,665.9,10,60,-,43946.4,453.6,16082023,7092023,44400,301,391.25,298,371.05,25,450,45,0,0
16082023,14092023,PE,43900,890.5,890.5,890.5,890.5,1,15,15,43946.4,46.4,16082023,14092023,43900,668.8,742.7,587.85,707.2,8,45,30,0,1
16082023,14092023,PE,44300,-,-,-,640.25,-,90,-,43946.4,353.6,16082023,14092023,44300,-,-,-,880,-,120,-,0,0
16082023,14092023,PE,44400,794,794,794,794,1,1455,-15,43946.4,453.6,16082023,14092023,44400,-,-,-,807.4,-,30,-,0,0
16082023,28092023,PE,43500,429,473.3,388,409.8,8158,115855,22475,43946.4,446.4,16082023,28092023,43500,1200,1236.65,1060,1185.65,968,13800,5145,0,0
16082023,28092023,PE,43700,644.7,644.7,440,469.7,87,795,795,43946.4,246.4,16082023,28092023,43700,1042.2,1100,948,1048.35,224,1050,810,0,0
16082023,28092023,PE,43800,549.15,578.85,482,504.4,2663,27075,26160,43946.4,146.4,16082023,28092023,43800,903.95,1030,849.05,995.2,2863,26610,16080,0,0
16082023,28092023,PE,44000,600,689.9,548.55,580.8,14269,187395,19440,43946.4,53.6,16082023,28092023,44000,1000,1000,751.1,883.35,9945,107040,21540,0,0
16082023,28092023,PE,44100,649,733.95,608.1,632.4,178,3150,765,43946.4,153.6,16082023,28092023,44100,910.7,939.9,722.15,834.7,96,1125,465,0,0
16082023,28092023,PE,44200,697,764.35,653.15,678.7,798,9165,-1035,43946.4,253.6,16082023,28092023,44200,691.95,794,573.2,756.95,1217,6435,-3855,0,0
16082023,28092023,PE,44300,785,810,681.05,721.95,68,1185,285,43946.4,353.6,16082023,28092023,44300,640.95,739.8,628.95,707.2,97,2280,30,0,0
16082023,28092023,PE,44400,826.05,850,755,758.35,24,3315,45,43946.4,453.6,16082023,28092023,44400,597.95,679,580,676.15,59,1650,195,0,0
16082023,26102023,PE,43500,620,638.75,535.35,552.1,530,8070,2265,43946.4,446.4,16082023,26102023,43500,1410,1588,1410,1532.75,206,2910,2820,0,0
16082023,26102023,PE,44000,720,833.95,708,729.7,593,12270,2955,43946.4,53.6,16082023,26102023,44000,1341,1341,1111,1228.6,368,9225,2100,0,0
16082023,28122023,PE,45000,1500,1548.25,1419.65,1444.2,117,16650,120,43946.4,1053.6,16082023,28122023,45000,1304.6,1353.15,1275,1334.25,104,9360,555,0,0
16082023,28122023,PE,46500,2423.35,2430.05,2250,2260,40,1995,-75,43946.4,2553.6,16082023,28122023,46500,800,800,682.9,750,84,5760,255,0,0
16082023,28032024,PE,42000,-,-,-,900,-,15,-,43946.4,1946.4,16082023,28032024,42000,-,-,-,4118,-,15,-,0,0
17082023,17082023,PE,43400,22,24.95,0.05,0.2,7012850,1563165,-244980,43891.35,491.35,17082023,17082023,43400,460.3,657.7,356.05,480.85,404226,147450,-43335,0,0
17082023,17082023,PE,43500,24.5,33.6,0.05,0.2,16963363,2136975,-1021725,43891.35,391.35,17082023,17082023,43500,404,559,263.2,379.3,1635217,358605,-17355,0,0
17082023,17082023,PE,43600,39.5,51.65,0.05,0.2,16852326,1646100,-315990,43891.35,291.35,17082023,17082023,43600,338.75,462.55,177,279.55,3174240,211830,-129300,0,0
17082023,17082023,PE,43700,61.45,81,0.05,0.3,28397451,3059535,330090,43891.35,191.35,17082023,17082023,43700,249,367.95,106.15,180,8344605,783060,204060,0,0
17082023,17082023,PE,43800,94.3,120,0.05,0.85,39036014,5158215,1697685,43891.35,91.35,17082023,17082023,43800,164,279.55,54.2,79.45,24683855,3401385,2262030,0,0
17082023,17082023,PE,43900,138.65,179,8,20.75,33890031,5538900,3488115,43891.35,8.65,17082023,17082023,43900,121.5,199.65,0.05,2.65,45322092,10411605,8773500,0,1
17082023,17082023,PE,44000,211.3,264.45,81.55,120.45,16406234,1258170,-796725,43891.35,108.65,17082023,17082023,44000,77.55,134,0.05,0.5,43138464,4857900,1095525,0,0
17082023,17082023,PE,44100,272,358.2,131.75,219.65,5355340,305730,-293145,43891.35,208.65,17082023,17082023,44100,47.1,84.1,0.05,0.25,20475576,2848980,646125,0,0
17082023,17082023,PE,44200,431,456,197.25,320.25,2719334,232350,-177555,43891.35,308.65,17082023,17082023,44200,27.45,49.7,0.05,0.25,15836697,2528565,-100455,0,0
17082023,17082023,PE,44300,459.05,554.75,275.8,419.35,1038614,226740,-146190,43891.35,408.65,17082023,17082023,44300,19,27.9,0.05,0.25,9943554,2164035,-300450,0,0
17082023,17082023,PE,44400,585,654.45,364.15,518.9,314035,281250,-54600,43891.35,508.65,17082023,17082023,44400,13.9,16.55,0.05,0.25,6566387,2625015,-144660,0,0
17082023,24082023,PE,43400,138.95,148.85,80.65,98,173813,354840,207195,43891.35,491.35,17082023,24082023,43400,678.75,815.35,605.4,652.6,8860,21345,13215,0,0
17082023,24082023,PE,43500,165,176.75,97.1,119.6,337904,896175,561885,43891.35,391.35,17082023,24082023,43500,573.75,732.8,528.2,574.3,74727,148035,84825,0,0
17082023,24082023,PE,43600,185.55,200.1,116,144.3,200255,409110,219465,43891.35,291.35,17082023,24082023,43600,519.4,652,458.8,500.45,56631,169545,132960,0,0
17082023,24082023,PE,43700,210,227.95,138.8,175.2,290005,475680,261645,43891.35,191.35,17082023,24082023,43700,490,575,394,429.9,133680,193500,122040,0,0
17082023,24082023,PE,43800,245.8,268.8,166.45,210.85,514797,857790,647145,43891.35,91.35,17082023,24082023,43800,390.25,503.95,333.55,365.15,384125,504900,386175,0,0
17082023,24082023,PE,43900,300,323.05,198.4,251,485320,585720,431145,43891.35,8.65,17082023,24082023,43900,336.95,436.1,278.05,305.85,477639,745020,573750,0,1
17082023,24082023,PE,44000,367,377.6,234.4,297.3,785118,1137855,668010,43891.35,108.65,17082023,24082023,44000,294,372.6,227.3,252,1055219,1799100,1229625,0,0
17082023,24082023,PE,44100,389.55,449.7,276.5,349.45,173086,171420,78975,43891.35,208.65,17082023,24082023,44100,250,314.85,184.2,204.35,331065,634200,467925,0,0
17082023,24082023,PE,44200,450,499.95,324.5,408.3,148597,189315,42600,43891.35,308.65,17082023,24082023,44200,193.95,263.25,148.3,162.9,315619,568695,334290,0,0
17082023,24082023,PE,44300,543.8,564.75,378,473.1,43400,63030,26280,43891.35,408.65,17082023,24082023,44300,156.15,216,116.8,128.4,265249,521250,291780,0,0
17082023,24082023,PE,44400,613.75,643.8,438.25,543.2,22884,63000,29070,43891.35,508.65,17082023,24082023,44400,127.45,176,91.7,100,256205,561450,336345,0,0
17082023,31082023,PE,43400,193.7,208.35,141.5,166.15,16270,78645,6375,43891.35,491.35,17082023,31082023,43400,856.45,958.05,765.95,816.85,1163,6720,1995,0,0
17082023,31082023,PE,43500,229.45,236.7,161.2,189.75,61347,476250,17340,43891.35,391.35,17082023,31082023,43500,753.35,880.85,691.25,739.75,23568,107850,32775,0,0
17082023,31082023,PE,43600,239.95,268.75,184.05,216.65,21779,68115,18060,43891.35,291.35,17082023,31082023,43600,691.8,804.45,623.6,667.9,7590,22140,7965,0,0
17082023,31082023,PE,43700,284,304.2,209.3,248.05,30155,127980,27285,43891.35,191.35,17082023,31082023,43700,589.9,730,558.25,598,13510,58620,16965,0,0
17082023,31082023,PE,43800,353.15,353.15,238.35,282.45,56532,165195,42825,43891.35,91.35,17082023,31082023,43800,580,661,497.1,532.75,36955,85485,37485,0,0
17082023,31082023,PE,43900,360.55,384.5,271.4,320.15,46944,162150,56700,43891.35,8.65,17082023,31082023,43900,477.05,594,438.9,472.4,44480,88365,36120,0,1
17082023,31082023,PE,44000,409.3,432,306.5,359.5,197637,922095,143400,43891.35,108.65,17082023,31082023,44000,426.05,529.45,382.45,412.3,197729,876000,226125,0,0
17082023,31082023,PE,44100,421,479.8,346.7,406.15,21833,88125,8565,43891.35,208.65,17082023,31082023,44100,387.95,469.8,334.1,360.35,25601,72885,14445,0,0
17082023,31082023,PE,44200,486.45,532.8,389.65,457.65,20384,73470,5010,43891.35,308.65,17082023,31082023,44200,337,413.15,289.85,311,28316,109860,47325,0,0
