Date,Expiry,Option type,Strike Price,Open,High,Low,Close,No. of contracts,Open Int,Change in OI,Underlying Value,iv,Date_c,Expiry_c,Strike Price c,Open_c,High_c,Low_c,Close_c,No. of contracts c,Open Int c,Change in OI c,SAME,ATM
3072023,6072023,PE,44700,188.1,190.7,71.2,87.65,1419239,1948125,136675,45158.1,458.1,3072023,6072023,44700,301.1,752,283.2,545.95,447375,428525,-837200,0,0
3072023,6072023,PE,44800,200,233.9,86.55,106.95,1752119,1625350,384500,45158.1,358.1,3072023,6072023,44800,215,670.5,215,466.15,876045,529400,-1871475,0,0
3072023,6072023,PE,44900,210.05,286.55,105.45,131.3,1807379,1136500,662425,45158.1,258.1,3072023,6072023,44900,169,592.25,169,389.55,1285314,477500,-621475,0,0
3072023,6072023,PE,45000,263.35,346.25,130.25,162.25,4469609,3246250,2721925,45158.1,158.1,3072023,6072023,45000,159.75,516.7,140,320.15,4106234,1626150,-816675,0,0
3072023,6072023,PE,45100,358.25,410.95,160.45,199.7,2693718,1328825,1206850,45158.1,58.1,3072023,6072023,45100,127,446.7,105.75,257.5,3507374,1283425,327925,0,0
3072023,6072023,PE,45200,421.65,485.15,197.2,245.5,3492281,1592025,1527575,45158.1,41.9,3072023,6072023,45200,88.95,382.25,78.75,203.65,5325154,2665625,1628100,0,1
3072023,6072023,PE,45300,475.85,563.6,242.15,299.9,2196592,672250,649650,45158.1,141.9,3072023,6072023,45300,79.9,323,56.1,158.05,4174785,2211825,1389250,0,0
3072023,6072023,PE,45400,551.5,639.6,294.2,361.5,776986,347975,332250,45158.1,241.9,3072023,6072023,45400,47.5,270,40.7,119.8,2609319,1630125,965300,0,0
3072023,6072023,PE,45500,671.05,754.2,354.95,431.95,759238,352225,294325,45158.1,341.9,3072023,6072023,45500,34.85,223.85,30.55,89.65,3741979,2543075,812325,0,0
3072023,6072023,PE,45600,785,820.45,422.55,506.8,126273,115050,111100,45158.1,441.9,3072023,6072023,45600,24.95,183.5,21.7,66.2,1971959,1033075,320875,0,0
3072023,6072023,PE,45700,887.6,900.8,495.6,590.25,49196,58300,55250,45158.1,541.9,3072023,6072023,45700,22,149,16.15,48.95,1732892,1128075,547500,0,0
3072023,13072023,PE,44700,285.2,318.8,178.35,204.8,20271,119075,36225,45158.1,458.1,3072023,13072023,44700,450.05,858.75,410,679.8,7288,51825,-23950,0,0
3072023,13072023,PE,44800,351.1,370.75,203.15,232.6,19605,97750,61675,45158.1,358.1,3072023,13072023,44800,402.05,786.9,380,609.9,11074,34700,-11900,0,0
3072023,13072023,PE,44900,370,415.65,231.9,264.45,16164,54025,44300,45158.1,258.1,3072023,13072023,44900,357.95,720,327.65,538.75,12268,25250,875,0,0
3072023,13072023,PE,45000,454.7,474.3,262.05,299.85,81052,393850,332600,45158.1,158.1,3072023,13072023,45000,292.2,650.9,279.75,475.25,66210,270200,136125,0,0
3072023,13072023,PE,45100,489.45,521.1,300.15,343.7,31552,181450,174500,45158.1,58.1,3072023,13072023,45100,275.05,584.4,240.1,419.2,33314,123800,90150,0,0
3072023,13072023,PE,45200,570.3,576.2,339.95,388.7,36764,106750,102175,45158.1,41.9,3072023,13072023,45200,217.95,526.65,201,365.35,49444,144825,80725,0,1
3072023,13072023,PE,45300,625,625,384.8,437.45,20890,41450,36200,45158.1,141.9,3072023,13072023,45300,183.4,469.15,174.45,315,44981,134150,103075,0,0
3072023,13072023,PE,45400,727.75,727.75,433.05,492.1,5646,19675,19225,45158.1,241.9,3072023,13072023,45400,152.95,414.7,138.1,269.85,24108,69325,49250,0,0
3072023,13072023,PE,45500,785.95,785.95,486.1,548.8,15301,50750,44600,45158.1,341.9,3072023,13072023,45500,110,366.75,110,224,69212,295650,127700,0,0
3072023,13072023,PE,45600,750.6,750.6,550,616.85,2155,10050,9625,45158.1,441.9,3072023,13072023,45600,99.4,320.05,82.65,190.35,20771,54800,4225,0,0
3072023,13072023,PE,45700,830,830,614.9,675.25,908,2950,2650,45158.1,541.9,3072023,13072023,45700,80.85,279.1,80.8,159.2,23850,65500,27450,0,0
3072023,20072023,PE,44700,398,398,266.1,296.1,535,3550,1525,45158.1,458.1,3072023,20072023,44700,613.55,949.35,613.5,785.3,200,1775,525,0,0
3072023,20072023,PE,44800,324.4,360,301.85,335.15,48,875,875,45158.1,358.1,3072023,20072023,44800,681.8,862.75,681.8,727.4,92,1100,1100,0,0
3072023,20072023,PE,44900,378.85,408,336.3,359.2,136,1675,1675,45158.1,258.1,3072023,20072023,44900,685.25,816.45,639.2,652.6,152,475,475,0,0
3072023,20072023,PE,45000,575.05,575.05,356.8,402.55,2308,18675,15200,45158.1,158.1,3072023,20072023,45000,534.55,757.2,534.55,599.45,744,4950,4950,0,0
3072023,20072023,PE,45100,489.55,491,404,443.25,209,1700,1675,45158.1,58.1,3072023,20072023,45100,561.55,716.55,441.5,544.45,204,1325,1325,0,0
3072023,20072023,PE,45200,858.1,858.1,449,488.85,295,3050,3025,45158.1,41.9,3072023,20072023,45200,589.3,606.75,458.85,501.8,332,3550,3550,0,1
3072023,20072023,PE,45300,518.8,605.15,490,534.95,428,2600,2575,45158.1,141.9,3072023,20072023,45300,559.35,560,414,433.4,113,625,625,0,0
3072023,20072023,PE,45400,567.75,612,543.85,593.95,56,1025,1025,45158.1,241.9,3072023,20072023,45400,530.5,530.5,377.8,398.65,76,1050,1050,0,0
3072023,20072023,PE,45500,774.3,774.3,583.1,634.6,178,1225,1225,45158.1,341.9,3072023,20072023,45500,398.4,466.3,326.35,348.5,655,4275,4275,0,0
3072023,20072023,PE,45600,803.95,803.95,662.45,672.2,9,175,175,45158.1,441.9,3072023,20072023,45600,175,428.2,175,303.35,601,1575,1375,0,0
3072023,20072023,PE,45700,929.6,929.6,887.5,887.5,8,200,200,45158.1,541.9,3072023,20072023,45700,449.85,449.85,241.05,263,209,1825,1825,0,0
3072023,27072023,PE,44700,480,500,246.8,352.25,18552,97275,25275,45158.1,458.1,3072023,27072023,44700,694,1078,675.3,919.1,10019,47535,-14730,0,0
3072023,27072023,PE,44800,505.15,507,364.4,395.1,9643,53925,11220,45158.1,358.1,3072023,27072023,44800,660.05,1013.3,623,849.6,9079,51765,-12135,0,0
3072023,27072023,PE,44900,560.2,585.6,397.05,431.15,7298,27225,18240,45158.1,258.1,3072023,27072023,44900,600,945.45,580,787.85,6936,25140,-3645,0,0
3072023,27072023,PE,45000,599.95,619.05,432.5,469.25,83892,373995,183705,45158.1,158.1,3072023,27072023,45000,498,885,498,723.2,88010,575085,-48045,0,0
3072023,27072023,PE,45100,650.65,668,471.25,510.25,13517,33855,30825,45158.1,58.1,3072023,27072023,45100,487.9,822.5,487.85,667.15,15009,25815,13755,0,0
3072023,27072023,PE,45200,692.9,692.9,512,555.4,23986,49080,42885,45158.1,41.9,3072023,27072023,45200,443.35,760.7,419.55,607.55,26300,71460,36285,0,1
3072023,27072023,PE,45300,766.35,778.95,555.25,601.5,19771,66765,64905,45158.1,141.9,3072023,27072023,45300,399.6,705.9,390.55,560.05,24242,72765,36990,0,0
3072023,27072023,PE,45400,821,821,601.5,649.95,4649,12465,10530,45158.1,241.9,3072023,27072023,45400,365,649,365,507.75,13464,71775,22665,0,0
3072023,27072023,PE,45500,849.95,891.05,646,700.2,37815,123390,71010,45158.1,341.9,3072023,27072023,45500,310.05,594.75,300.05,457.8,79387,556980,33030,0,0
3072023,27072023,PE,45600,869.9,869.9,702.45,758.85,1264,5685,5175,45158.1,441.9,3072023,27072023,45600,289.1,545.7,287.15,415.3,5574,31395,1725,0,0
3072023,27072023,PE,45700,930.2,930.2,756.7,812.35,1066,5625,5175,45158.1,541.9,3072023,27072023,45700,263.95,495,260.3,377.35,5395,40725,-2640,0,0
3072023,31082023,PE,44700,688,688,600,634.25,200,3390,840,45158.1,458.1,3072023,31082023,44700,1210,1452.95,1023.1,1311.1,240,1395,-1005,0,0
3072023,31082023,PE,44800,724.55,724.55,627.4,668,228,1230,750,45158.1,358.1,3072023,31082023,44800,1362.55,1362.55,1248.45,1248.45,3,30,30,0,0
3072023,31082023,PE,44900,-,-,-,834.9,-,210,-,45158.1,258.1,3072023,31082023,44900,1282.35,1282.35,1162.1,1209.15,60,450,450,0,0
3072023,31082023,PE,45000,844.95,845,699.95,740.55,6375,68325,18660,45158.1,158.1,3072023,31082023,45000,930.65,1272.55,930.65,1132.2,4727,64335,8355,0,0
3072023,31082023,PE,45100,836,836,745,770.45,90,945,825,45158.1,58.1,3072023,31082023,45100,1157.2,1260.05,1038.8,1093.35,49,585,585,0,0
3072023,31082023,PE,45200,830.55,1600,783,812.35,165,1470,1185,45158.1,41.9,3072023,31082023,45200,1125.4,1125.4,964.7,1033.8,11,90,90,0,1
3072023,31082023,PE,45300,852.15,910,827.15,827.15,64,645,465,45158.1,141.9,3072023,31082023,45300,1094.3,1094.3,956,956,11,120,120,0,0
3072023,31082023,PE,45400,862.35,942.85,862.35,905.8,18,150,90,45158.1,241.9,3072023,31082023,45400,992.9,992.9,860.3,905,18,210,210,0,0
3072023,31082023,PE,45500,1241,1241,908.35,954,3725,34110,31620,45158.1,341.9,3072023,31082023,45500,699.85,984.75,650.85,857,5613,67785,11430,0,0
3072023,28092023,PE,45000,975,980.35,866,910.3,1110,14630,3980,45158.1,158.1,3072023,28092023,45000,1305.35,1589.5,1300,1472.7,766,23045,2250,0,0
3072023,28092023,PE,45200,1371.25,1371.25,1000,1050,6,75,75,45158.1,41.9,3072023,28092023,45200,2217.8,2217.8,1500,1500,2,15,15,0,1
4072023,6072023,PE,44800,89.95,142.1,50.65,57.25,1881793,2428300,802950,45301.45,501.45,4072023,6072023,44800,515.95,926.9,355.7,549.95,269918,374650,-154750,0,0
4072023,6072023,PE,44900,110,174.9,61.6,72.55,2030803,1294875,158375,45301.45,401.45,4072023,6072023,44900,411.5,835,288,465.3,546786,345075,-132425,0,0
4072023,6072023,PE,45000,130,214.95,72.8,92.9,4192230,3559050,312800,45301.45,301.45,4072023,6072023,45000,367,746.45,227.2,384.9,2399470,1266975,-359175,0,0
4072023,6072023,PE,45100,128.05,263.15,86.75,118.35,3133231,1747400,418575,45301.45,201.45,4072023,6072023,45100,300,657.75,174.1,312.1,2261842,444900,-838525,0,0
4072023,6072023,PE,45200,200,320,103.05,152.45,4882626,2241975,649950,45301.45,101.45,4072023,6072023,45200,230,573.45,131,244.6,4522817,1509350,-1156275,0,0
4072023,6072023,PE,45300,234.6,385,122,193.4,4466677,2227850,1555600,45301.45,1.45,4072023,6072023,45300,164,492.35,96.2,187.2,5201297,1905925,-305900,0,1
4072023,6072023,PE,45400,316.1,458.25,146.45,244.3,2915072,928825,580850,45301.45,98.55,4072023,6072023,45400,142.95,417.45,69.3,138.95,4432594,1896175,266050,0,0
4072023,6072023,PE,45500,390,538.6,178,305.4,2944226,1105350,753125,45301.45,198.55,4072023,6072023,45500,105.25,347.7,49.9,99.9,5699567,3303800,760725,0,0
4072023,6072023,PE,45600,401,624.35,215.15,375.4,1162344,322150,207100,45301.45,298.55,4072023,6072023,45600,90,283,35.9,70.6,3470794,1861925,828850,0,0
4072023,6072023,PE,45700,547.45,712.2,260.05,453.75,508797,189400,131100,45301.45,398.55,4072023,6072023,45700,63.9,227,26.55,48.75,3129052,1958075,830000,0,0
4072023,6072023,PE,45800,573.2,806.4,314.15,540.3,224468,127875,74800,45301.45,498.55,4072023,6072023,45800,54,179.8,20.2,34.05,2375701,1921450,750475,0,0
4072023,13072023,PE,44800,233.1,280.5,157,198.7,32147,131475,33725,45301.45,501.45,4072023,13072023,44800,680,1003.85,504,680.1,5167,20675,-14025,0,0
4072023,13072023,PE,44900,266.6,318,174.7,226.15,23207,59775,5750,45301.45,401.45,4072023,13072023,44900,588,927.8,440.05,610.15,5418,18175,-7075,0,0
4072023,13072023,PE,45000,292.8,361.55,195.5,256.15,111528,554525,160675,45301.45,301.45,4072023,13072023,45000,479.6,855.35,380.9,538.9,52420,279350,9150,0,0
4072023,13072023,PE,45100,347.85,410,221.9,290.9,47356,194400,12950,45301.45,201.45,4072023,13072023,45100,432.7,780.75,330.8,473.55,31273,91875,-31925,0,0
4072023,13072023,PE,45200,365.6,461.25,248,330.7,73471,240225,133475,45301.45,101.45,4072023,13072023,45200,389.95,707.7,281.8,417.65,59488,146525,1700,0,0
4072023,13072023,PE,45300,417.3,517.95,280,375.7,73582,153175,111725,45301.45,1.45,4072023,13072023,45300,340.1,638.35,238.4,365.55,84176,173400,39250,0,1
4072023,13072023,PE,45400,469.3,578.8,314.3,424.85,52537,137475,117800,45301.45,98.55,4072023,13072023,45400,282.6,574.05,200.3,314.95,63987,158900,89575,0,0
4072023,13072023,PE,45500,490.6,645,351.05,479.8,77356,250125,199375,45301.45,198.55,4072023,13072023,45500,237.9,511,166,266.55,125892,427500,131850,0,0
4072023,13072023,PE,45600,566.05,710,393.8,541.45,18314,34450,24400,45301.45,298.55,4072023,13072023,45600,210.65,454.35,138.25,227.4,56220,129600,74800,0,0
4072023,13072023,PE,45700,643.9,784.8,440.8,603.35,7272,24200,21250,45301.45,398.55,4072023,13072023,45700,181.25,400.35,114.3,192.85,41151,148250,82750,0,0
4072023,13072023,PE,45800,690,868.6,490,675.15,5092,16175,10775,45301.45,498.55,4072023,13072023,45800,155.45,351.75,94.65,160.35,53688,246900,134725,0,0
4072023,20072023,PE,44800,317.45,387.55,242.45,306.45,466,2575,1700,45301.45,501.45,4072023,20072023,44800,770,834.1,708,796.65,24,850,-250,0,0
4072023,20072023,PE,44900,350,405.7,268.1,342.95,368,4425,2750,45301.45,401.45,4072023,20072023,44900,706.1,985.15,574.9,730.5,98,1200,725,0,0
4072023,20072023,PE,45000,388.3,551.8,294.45,374.5,4910,36375,17700,45301.45,301.45,4072023,20072023,45000,649.95,968.15,520,669,877,6025,1075,0,0
4072023,20072023,PE,45100,443.25,515.05,329.55,410.75,395,3575,1875,45301.45,201.45,4072023,20072023,45100,585.75,867.1,464.75,609.55,249,1550,225,0,0
4072023,20072023,PE,45200,454.35,567.8,354,453.5,904,8500,5450,45301.45,101.45,4072023,20072023,45200,521.8,823.85,420,547.2,1039,5300,1750,0,0
4072023,20072023,PE,45300,500,618.15,386,475.65,1062,4525,1925,45301.45,1.45,4072023,20072023,45300,460,747.45,381.4,488.05,716,4750,4125,0,1
4072023,20072023,PE,45400,545,671.2,429.75,544.95,467,3325,2300,45301.45,98.55,4072023,20072023,45400,441,671.15,328,444.9,746,3975,2925,0,0
4072023,20072023,PE,45500,600,729.75,464.05,597.55,1695,7600,6375,45301.45,198.55,4072023,20072023,45500,392.4,633.3,284.35,403.65,1394,9225,4950,0,0
4072023,20072023,PE,45600,856,856,510,641.55,345,2275,2100,45301.45,298.55,4072023,20072023,45600,332.5,576.75,251.3,346.5,394,4250,2675,0,0
4072023,20072023,PE,45700,707.75,728.85,530,655.95,67,625,425,45301.45,398.55,4072023,20072023,45700,280,515.05,217,300.9,268,2525,700,0,0
4072023,20072023,PE,45800,772.7,926,590.2,768.05,55,350,175,45301.45,498.55,4072023,20072023,45800,269.95,468.7,183.2,272.65,617,4875,3700,0,0
4072023,27072023,PE,44800,365.45,465,307.65,369.1,10624,50115,-3810,45301.45,501.45,4072023,27072023,44800,886.05,1240.6,749.95,912.05,5849,40305,-11460,0,0
4072023,27072023,PE,44900,420,508.25,334.7,401.9,10349,32850,5625,45301.45,401.45,4072023,27072023,44900,840.45,1155,689.15,849.8,5078,25215,75,0,0
4072023,27072023,PE,45000,460,550,361,439.4,117740,612345,238350,45301.45,301.45,4072023,27072023,45000,763.95,1087.95,632.05,785.35,94432,510960,-64125,0,0
4072023,27072023,PE,45100,498,596.55,392.05,480.05,16133,39915,6060,45301.45,201.45,4072023,27072023,45100,710.55,1014.4,580.65,723.3,10885,25110,-705,0,0
4072023,27072023,PE,45200,538,645,423.95,518.65,32755,66075,16995,45301.45,101.45,4072023,27072023,45200,693.95,949.7,529.7,667.55,24293,58335,-13125,0,0
4072023,27072023,PE,45300,559.95,695.3,460,562.95,34773,72720,5955,45301.45,1.45,4072023,27072023,45300,588.45,888.3,481.4,614.95,34327,68685,-4080,0,1
4072023,27072023,PE,45400,630,750,498.25,609.15,25194,34680,22215,45301.45,98.55,4072023,27072023,45400,534.95,826.25,436.6,561.45,30854,94095,22320,0,0
4072023,27072023,PE,45500,652.95,806.75,534,657.3,69724,200355,76965,45301.45,198.55,4072023,27072023,45500,484.05,765,394.1,510.7,110711,594735,37755,0,0
4072023,27072023,PE,45600,737.45,865.95,577,713.15,9085,15465,9780,45301.45,298.55,4072023,27072023,45600,443.5,709.2,355.6,463.2,13016,43470,12075,0,0
4072023,27072023,PE,45700,813.1,928.8,624.3,766.75,4677,12705,7080,45301.45,398.55,4072023,27072023,45700,399.95,654,318.95,419.05,8990,53355,12630,0,0
4072023,27072023,PE,45800,785.65,993.25,672.2,823.25,1653,6660,1845,45301.45,498.55,4072023,27072023,45800,359.95,599.05,283.65,377.7,10202,23955,-13710,0,0
4072023,3082023,PE,45000,504,610.75,425,501.15,148,765,420,45301.45,301.45,4072023,3082023,45000,862.95,939.2,862.95,883.75,18,255,255,0,0
4072023,3082023,PE,45100,602.8,602.8,602.8,602.8,1,15,15,45301.45,201.45,4072023,3082023,45100,839,850,750,850,25,690,180,0,0
4072023,3082023,PE,45300,632.7,730,604.45,604.45,23,150,120,45301.45,1.45,4072023,3082023,45300,863.05,987.3,726.55,747.3,61,420,420,0,1
4072023,3082023,PE,45700,715.85,715.85,715.85,715.85,1,15,15,45301.45,398.55,4072023,3082023,45700,-,-,-,907.55,-,15,-,0,0
4072023,31082023,PE,44800,650,702.6,567.6,649.15,59,1575,345,45301.45,501.45,4072023,31082023,44800,1346,1525.8,1264.15,1294,30,285,255,0,0
4072023,31082023,PE,44900,-,-,-,834.9,-,210,-,45301.45,401.45,4072023,31082023,44900,1203.05,1294.55,1152.3,1247.35,13,450,-,0,0
4072023,31082023,PE,45000,688.9,815,625.85,722.1,8501,66045,-2280,45301.45,301.45,4072023,31082023,45000,1174.25,1471.9,1043.25,1193.75,3737,63615,-720,0,0
4072023,31082023,PE,45100,831.95,851.9,677.1,780.9,46,1155,210,45301.45,201.45,4072023,31082023,45100,1096.35,1292,1096.35,1200.6,39,450,-135,0,0
4072023,31082023,PE,45200,800,904.5,710,799.4,289,2010,540,45301.45,101.45,4072023,31082023,45200,1134,1232,1000,1080.65,187,1845,1755,0,0
4072023,31082023,PE,45300,887.1,920.4,755,854.25,130,1035,390,45301.45,1.45,4072023,31082023,45300,1000,1110,880.8,1028.3,26,300,180,0,1
4072023,31082023,PE,45400,905.65,920,779.4,881.95,208,1410,1260,45301.45,98.55,4072023,31082023,45400,904.95,1160.05,770.05,954.25,287,1200,990,0,0
4072023,31082023,PE,45500,880,1045.75,804.3,931.45,2659,47535,13425,45301.45,198.55,4072023,31082023,45500,870,1167.8,787.05,928.2,4122,71745,3960,0,0
4072023,28092023,PE,45000,915,973.1,784.7,876.5,1000,21425,6795,45301.45,301.45,4072023,28092023,45000,1565.35,1765,1373.65,1548.6,436,24260,1215,0,0
4072023,28092023,PE,45200,950,1040,925,925,5,135,60,45301.45,101.45,4072023,28092023,45200,1500,1500,1500,1500,2,45,30,0,0
4072023,28092023,PE,45500,1060.1,1125,975,1077.45,337,4770,4275,45301.45,198.55,4072023,28092023,45500,1400,1400,1236,1236.1,11,165,165,0,0
5072023,6072023,PE,44700,51.4,60.3,23.75,28,2372139,2032725,80525,45151.8,451.8,5072023,6072023,44700,543,734.3,429.9,487.35,138525,257500,-45750,0,0
5072023,6072023,PE,44800,61.35,77.5,34,40.65,3414650,2317725,-110575,45151.8,351.8,5072023,6072023,44800,473.65,643,346.4,399.15,470258,378625,3975,0,0
5072023,6072023,PE,44900,98.75,101.1,50,59.15,3695808,1896600,601725,45151.8,251.8,5072023,6072023,44900,458.2,554.95,269.35,317.35,717942,367775,22700,0,0
5072023,6072023,PE,45000,119.85,132.45,72.9,85.55,7687212,5064975,1505925,45151.8,151.8,5072023,6072023,45000,370.1,471,202,240.95,3073306,1555050,288075,0,0
5072023,6072023,PE,45100,151.95,175,95,121.2,5872122,2415725,668325,45151.8,51.8,5072023,6072023,45100,289.8,392,144,178.05,4348081,1495675,1050775,0,0
5072023,6072023,PE,45200,175.25,230,122.35,167.2,8807391,2412400,170425,45151.8,48.2,5072023,6072023,45200,200,319.8,98,126.05,8159990,3045500,1536150,0,1
5072023,6072023,PE,45300,200,295,156.8,226.95,6105498,1299775,-928075,45151.8,148.2,5072023,6072023,45300,165,254,64.05,85,7060210,3981000,2075075,0,0
5072023,6072023,PE,45400,280,369,200,298,2854918,654575,-274250,45151.8,248.2,5072023,6072023,45400,115.2,196.65,40,55.1,5128473,3063925,1167750,0,0
5072023,6072023,PE,45500,360,453,252.45,378.1,2104912,703300,-402050,45151.8,348.2,5072023,6072023,45500,60,149,24.9,34.45,6089985,4190575,886775,0,0
5072023,6072023,PE,45600,412.1,539.55,314.2,464.75,607234,196925,-125225,45151.8,448.2,5072023,6072023,45600,57,110,15.65,21.75,3622463,2609450,747525,0,0
5072023,6072023,PE,45700,546.15,633.5,383.9,551.6,274221,124325,-65075,45151.8,548.2,5072023,6072023,45700,25,80,10.5,14.1,3195117,2660250,702175,0,0
5072023,13072023,PE,44700,188.2,210.95,157.1,181,36080,199575,74875,45151.8,451.8,5072023,13072023,44700,698.95,839.75,594.1,639.8,4266,45575,5475,0,0
5072023,13072023,PE,44800,223.95,240.35,178.8,207.05,44345,228950,97475,45151.8,351.8,5072023,13072023,44800,618.9,767,527.55,566.85,5865,27950,7275,0,0
5072023,13072023,PE,44900,252.25,273.65,204,240.85,25263,97700,37925,45151.8,251.8,5072023,13072023,44900,544.25,690.25,462,498.65,8756,31475,13300,0,0
5072023,13072023,PE,45000,261,313.8,232.55,275.65,169411,759075,204550,45151.8,151.8,5072023,13072023,45000,514.05,621.2,400.15,434.95,91916,376200,96850,0,0
5072023,13072023,PE,45100,329.25,360,266.15,318.65,76408,276550,82150,45151.8,51.8,5072023,13072023,45100,418,554.8,346.25,374.3,52661,173175,81300,0,0
5072023,13072023,PE,45200,365.9,410,303,364.55,134791,354725,114500,45151.8,48.2,5072023,13072023,45200,379.25,493.45,295.4,324.55,119016,317825,171300,0,1
5072023,13072023,PE,45300,379.85,463.5,343.25,414.6,84593,181150,27975,45151.8,148.2,5072023,13072023,45300,359.9,433.65,250.05,276.3,104601,328575,155175,0,0
5072023,13072023,PE,45400,472.85,522.6,389.85,473,41640,108350,-29125,45151.8,248.2,5072023,13072023,45400,315,380,209.95,233.8,63147,242325,83425,0,0
5072023,13072023,PE,45500,524.95,585.05,438.75,531.25,50821,238300,-11825,45151.8,348.2,5072023,13072023,45500,230,328.95,173.65,193.7,136202,746650,319150,0,0
5072023,13072023,PE,45600,595,654.7,493.25,599.45,8708,37225,2775,45151.8,448.2,5072023,13072023,45600,201.35,285,143.7,160.4,46620,195050,65450,0,0
5072023,13072023,PE,45700,650.6,727.45,555.7,673.9,4259,18175,-6025,45151.8,548.2,5072023,13072023,45700,165.75,244.2,116.9,130.1,48518,148400,150,0,0
5072023,20072023,PE,44700,299.65,315,263.75,283.55,412,7225,2300,45151.8,451.8,5072023,20072023,44700,789.7,829.45,738.35,738.35,33,2475,325,0,0
5072023,20072023,PE,44800,337.05,345,285,312.5,399,4850,2275,45151.8,351.8,5072023,20072023,44800,719.95,792.1,677,728.6,38,1550,700,0,0
5072023,20072023,PE,44900,348.4,390.95,324.9,352.9,485,4600,175,45151.8,251.8,5072023,20072023,44900,665.6,762.05,613.8,646.3,102,1950,750,0,0
5072023,20072023,PE,45000,401.15,428.75,345,390.95,2839,41600,5225,45151.8,151.8,5072023,20072023,45000,601.4,744.5,537,582.35,1367,16075,10050,0,0
5072023,20072023,PE,45100,442.6,477.05,386,429.15,444,5275,1700,45151.8,51.8,5072023,20072023,45100,600,689.1,486.4,520.8,282,3200,1650,0,0
5072023,20072023,PE,45200,480,520,420.4,480.9,1379,9400,900,45151.8,48.2,5072023,20072023,45200,530,620,434.15,462.25,1185,9375,4075,0,1
5072023,20072023,PE,45300,551.5,570,453.4,531.95,929,6075,1550,45151.8,148.2,5072023,20072023,45300,421.05,561.5,387,416.35,864,8575,3825,0,0
5072023,20072023,PE,45400,591.55,625,518,583.1,286,3700,375,45151.8,248.2,5072023,20072023,45400,386.8,512.95,346.1,369.9,457,6600,2625,0,0
5072023,20072023,PE,45500,664.55,689.55,560,637.45,1349,8375,775,45151.8,348.2,5072023,20072023,45500,394,458.85,297.25,325.75,1163,19175,9950,0,0
5072023,20072023,PE,45600,649.75,745,633,739.6,30,2350,75,45151.8,448.2,5072023,20072023,45600,300.55,400,265,282.1,342,4950,700,0,0
5072023,20072023,PE,45700,727.75,729.35,727.75,729.35,2,625,-,45151.8,548.2,5072023,20072023,45700,323.2,323.4,226.3,243.05,367,5450,2925,0,0
5072023,27072023,PE,44700,358.95,387.95,320,357.75,6385,100290,-1230,45151.8,451.8,5072023,27072023,44700,920.75,1065.45,702,885.6,1603,42000,2265,0,0
5072023,27072023,PE,44800,399.05,422.4,350,390.45,6593,54660,4545,45151.8,351.8,5072023,27072023,44800,865.6,992.95,782.15,820.15,1789,40065,-240,0,0
5072023,27072023,PE,44900,448.9,468.3,381.8,426.7,5649,32175,-675,45151.8,251.8,5072023,27072023,44900,821.4,933.85,721,757.2,2603,27795,2580,0,0
5072023,27072023,PE,45000,450,502.4,413.15,466.65,74877,650160,37815,45151.8,151.8,5072023,27072023,45000,695,870,656.1,695.4,51227,517380,6420,0,0
5072023,27072023,PE,45100,510,557.35,452.2,511.15,18385,54105,14190,45151.8,51.8,5072023,27072023,45100,717.25,808.35,602.35,641.25,8885,32085,6975,0,0
5072023,27072023,PE,45200,551,590.95,490,551.35,35818,79875,13800,45151.8,48.2,5072023,27072023,45200,680,748.8,550,588.6,34983,93645,35310,0,1
5072023,27072023,PE,45300,610.95,639.9,530.75,597.8,27529,80790,8070,45151.8,148.2,5072023,27072023,45300,615,690.3,500,536.15,34767,104775,36090,0,0
5072023,27072023,PE,45400,630,725,574,647.3,8996,28920,-5760,45151.8,248.2,5072023,27072023,45400,557.65,635.15,450,483.85,12103,86025,-8070,0,0
5072023,27072023,PE,45500,710.55,745.45,620,701.2,35670,198660,-1695,45151.8,348.2,5072023,27072023,45500,451.7,581.45,405.6,433.2,42647,616665,21930,0,0
5072023,27072023,PE,45600,764.25,800,671.7,761.65,3260,14925,-540,45151.8,448.2,5072023,27072023,45600,460.1,529.85,360.8,391.7,6643,40725,-2745,0,0
5072023,27072023,PE,45700,801,892.8,692.45,819.15,2575,9540,-3165,45151.8,548.2,5072023,27072023,45700,415.25,481.95,329.7,355.05,5669,54375,1020,0,0
5072023,3082023,PE,45000,509.2,562.6,490,539.6,208,930,165,45151.8,151.8,5072023,3082023,45000,849.4,849.4,782,811.05,21,480,225,0,0
5072023,3082023,PE,45100,-,-,-,602.8,-,15,-,45151.8,51.8,5072023,3082023,45100,1104.5,1104.5,718.6,729.9,53,480,-210,0,0
5072023,3082023,PE,45300,654.95,695.55,631.75,655.5,108,930,780,45151.8,148.2,5072023,3082023,45300,730,730,623.95,650.25,16,480,60,0,0
5072023,3082023,PE,45700,-,-,-,715.85,-,15,-,45151.8,548.2,5072023,3082023,45700,-,-,-,907.55,-,15,-,0,0
5072023,31082023,PE,44700,618.85,659.8,608.2,642.5,90,2700,270,45151.8,451.8,5072023,31082023,44700,1359.8,1359.8,1268.2,1290.65,45,885,-465,0,0
5072023,31082023,PE,44800,680,689,655.4,670.8,62,1695,120,45151.8,351.8,5072023,31082023,44800,1369,1369,1231.05,1231.05,16,405,120,0,0
